num_cands,num_voters,pm,vm,num_profiles,perc_mult_winners
10,"(1000, 1001)",URN-R,Beat Path,50,0.0
10,"(1000, 1001)",URN-R,Copeland,50,0.08
10,"(1000, 1001)",URN-R,GETCHA,50,0.18
10,"(1000, 1001)",URN-R,Uncovered Set,50,0.18
10,"(5000, 5001)",URN-R,Split Cycle,50,0.08
10,"(5000, 5001)",URN-R,Beat Path,50,0.0
10,"(5000, 5001)",URN-R,Copeland,50,0.12
10,"(5000, 5001)",URN-R,GETCHA,50,0.2
10,"(5000, 5001)",URN-R,Uncovered Set,50,0.2
20,"(4, 5)",URN-R,Split Cycle,50,0.28
20,"(4, 5)",URN-R,Beat Path,50,0.28
20,"(4, 5)",URN-R,Copeland,50,0.08
20,"(4, 5)",URN-R,GETCHA,50,0.32
20,"(4, 5)",URN-R,Uncovered Set,50,0.32
20,"(10, 11)",URN-R,Split Cycle,50,0.24
20,"(10, 11)",URN-R,Beat Path,50,0.2
20,"(10, 11)",URN-R,Copeland,50,0.08
20,"(10, 11)",URN-R,GETCHA,50,0.3
20,"(10, 11)",URN-R,Uncovered Set,50,0.3
20,"(20, 21)",URN-R,Split Cycle,50,0.14
20,"(20, 21)",URN-R,Beat Path,50,0.12
20,"(20, 21)",URN-R,Copeland,50,0.08
20,"(20, 21)",URN-R,GETCHA,50,0.42
20,"(20, 21)",URN-R,Uncovered Set,50,0.42
20,"(50, 51)",URN-R,Split Cycle,50,0.04
20,"(50, 51)",URN-R,Beat Path,50,0.02
20,"(50, 51)",URN-R,Copeland,50,0.06
20,"(50, 51)",URN-R,GETCHA,50,0.28
20,"(50, 51)",URN-R,Uncovered Set,50,0.28
20,"(100, 101)",URN-R,Split Cycle,50,0.18
20,"(100, 101)",URN-R,Beat Path,50,0.02
20,"(100, 101)",URN-R,Copeland,50,0.08
20,"(100, 101)",URN-R,GETCHA,50,0.28
20,"(100, 101)",URN-R,Uncovered Set,50,0.28
20,"(500, 501)",URN-R,Split Cycle,50,0.04
20,"(500, 501)",URN-R,Beat Path,50,0.0
20,"(500, 501)",URN-R,Copeland,50,0.1
20,"(500, 501)",URN-R,GETCHA,50,0.26
20,"(500, 501)",URN-R,Uncovered Set,50,0.26
20,"(1000, 1001)",URN-R,Split Cycle,50,0.08
20,"(1000, 1001)",URN-R,Beat Path,50,0.0
20,"(1000, 1001)",URN-R,Copeland,50,0.04
20,"(1000, 1001)",URN-R,GETCHA,50,0.14
20,"(1000, 1001)",URN-R,Uncovered Set,50,0.14
20,"(5000, 5001)",URN-R,Split Cycle,50,0.1
20,"(5000, 5001)",URN-R,Beat Path,50,0.0
20,"(5000, 5001)",URN-R,Copeland,50,0.08
20,"(5000, 5001)",URN-R,GETCHA,50,0.24
20,"(5000, 5001)",URN-R,Uncovered Set,50,0.24
30,"(4, 5)",URN-R,Split Cycle,50,0.2
30,"(4, 5)",URN-R,Beat Path,50,0.2
30,"(4, 5)",URN-R,Copeland,50,0.1
30,"(4, 5)",URN-R,GETCHA,50,0.32
30,"(4, 5)",URN-R,Uncovered Set,50,0.32
30,"(10, 11)",URN-R,Split Cycle,50,0.24
30,"(10, 11)",URN-R,Beat Path,50,0.16
30,"(10, 11)",URN-R,Copeland,50,0.04
30,"(10, 11)",URN-R,GETCHA,50,0.36
30,"(10, 11)",URN-R,Uncovered Set,50,0.36
30,"(20, 21)",URN-R,Split Cycle,50,0.1
30,"(20, 21)",URN-R,Beat Path,50,0.04
30,"(20, 21)",URN-R,Copeland,50,0.06
30,"(20, 21)",URN-R,GETCHA,50,0.24
30,"(20, 21)",URN-R,Uncovered Set,50,0.24
30,"(50, 51)",URN-R,Split Cycle,50,0.08
30,"(50, 51)",URN-R,Beat Path,50,0.02
30,"(50, 51)",URN-R,Copeland,50,0.08
30,"(50, 51)",URN-R,GETCHA,50,0.32
30,"(50, 51)",URN-R,Uncovered Set,50,0.32
30,"(100, 101)",URN-R,Split Cycle,50,0.16
30,"(100, 101)",URN-R,Beat Path,50,0.06
30,"(100, 101)",URN-R,Copeland,50,0.12
30,"(100, 101)",URN-R,GETCHA,50,0.4
30,"(100, 101)",URN-R,Uncovered Set,50,0.4
30,"(500, 501)",URN-R,Split Cycle,50,0.12
30,"(500, 501)",URN-R,Beat Path,50,0.02
30,"(500, 501)",URN-R,Copeland,50,0.12
30,"(500, 501)",URN-R,GETCHA,50,0.4
30,"(500, 501)",URN-R,Uncovered Set,50,0.4
30,"(1000, 1001)",URN-R,Split Cycle,50,0.1
30,"(1000, 1001)",URN-R,Beat Path,50,0.0
30,"(1000, 1001)",URN-R,Copeland,50,0.06
30,"(1000, 1001)",URN-R,GETCHA,50,0.38
30,"(1000, 1001)",URN-R,Uncovered Set,50,0.38
30,"(5000, 5001)",URN-R,Split Cycle,50,0.14
30,"(5000, 5001)",URN-R,Beat Path,50,0.04
30,"(5000, 5001)",URN-R,Copeland,50,0.08
30,"(5000, 5001)",URN-R,GETCHA,50,0.24
30,"(5000, 5001)",URN-R,Uncovered Set,50,0.24
5,"(4, 5)",MALLOWS-RELPHI-R,Split Cycle,50,0.16
5,"(4, 5)",MALLOWS-RELPHI-R,Beat Path,50,0.16
5,"(4, 5)",MALLOWS-RELPHI-R,Copeland,50,0.1
5,"(4, 5)",MALLOWS-RELPHI-R,GETCHA,50,0.24
5,"(4, 5)",MALLOWS-RELPHI-R,Uncovered Set,50,0.24
5,"(10, 11)",MALLOWS-RELPHI-R,Split Cycle,50,0.14
5,"(10, 11)",MALLOWS-RELPHI-R,Beat Path,50,0.14
5,"(10, 11)",MALLOWS-RELPHI-R,Copeland,50,0.12
5,"(10, 11)",MALLOWS-RELPHI-R,GETCHA,50,0.18
5,"(10, 11)",MALLOWS-RELPHI-R,Uncovered Set,50,0.18
5,"(20, 21)",MALLOWS-RELPHI-R,Split Cycle,50,0.12
5,"(20, 21)",MALLOWS-RELPHI-R,Beat Path,50,0.12
5,"(20, 21)",MALLOWS-RELPHI-R,Copeland,50,0.08
5,"(20, 21)",MALLOWS-RELPHI-R,GETCHA,50,0.12
5,"(20, 21)",MALLOWS-RELPHI-R,Uncovered Set,50,0.12
5,"(50, 51)",MALLOWS-RELPHI-R,Split Cycle,50,0.02
5,"(50, 51)",MALLOWS-RELPHI-R,Beat Path,50,0.02
5,"(50, 51)",MALLOWS-RELPHI-R,Copeland,50,0.0
5,"(50, 51)",MALLOWS-RELPHI-R,GETCHA,50,0.04
5,"(50, 51)",MALLOWS-RELPHI-R,Uncovered Set,50,0.04
5,"(100, 101)",MALLOWS-RELPHI-R,Split Cycle,50,0.0
5,"(100, 101)",MALLOWS-RELPHI-R,Beat Path,50,0.0
5,"(100, 101)",MALLOWS-RELPHI-R,Copeland,50,0.02
5,"(100, 101)",MALLOWS-RELPHI-R,GETCHA,50,0.04
5,"(100, 101)",MALLOWS-RELPHI-R,Uncovered Set,50,0.04
5,"(500, 501)",MALLOWS-RELPHI-R,Split Cycle,50,0.0
5,"(500, 501)",MALLOWS-RELPHI-R,Beat Path,50,0.0
5,"(500, 501)",MALLOWS-RELPHI-R,Copeland,50,0.0
5,"(500, 501)",MALLOWS-RELPHI-R,GETCHA,50,0.0
5,"(500, 501)",MALLOWS-RELPHI-R,Uncovered Set,50,0.0
5,"(1000, 1001)",MALLOWS-RELPHI-R,Split Cycle,50,0.0
5,"(1000, 1001)",MALLOWS-RELPHI-R,Beat Path,50,0.0
5,"(1000, 1001)",MALLOWS-RELPHI-R,Copeland,50,0.0
5,"(1000, 1001)",MALLOWS-RELPHI-R,GETCHA,50,0.0
5,"(1000, 1001)",MALLOWS-RELPHI-R,Uncovered Set,50,0.0
5,"(5000, 5001)",MALLOWS-RELPHI-R,Split Cycle,50,0.0
5,"(5000, 5001)",MALLOWS-RELPHI-R,Beat Path,50,0.0
5,"(5000, 5001)",MALLOWS-RELPHI-R,Copeland,50,0.0
5,"(5000, 5001)",MALLOWS-RELPHI-R,GETCHA,50,0.0
5,"(5000, 5001)",MALLOWS-RELPHI-R,Uncovered Set,50,0.0
7,"(4, 5)",MALLOWS-RELPHI-R,Split Cycle,50,0.24
7,"(4, 5)",MALLOWS-RELPHI-R,Beat Path,50,0.24
7,"(4, 5)",MALLOWS-RELPHI-R,Copeland,50,0.06
7,"(4, 5)",MALLOWS-RELPHI-R,GETCHA,50,0.26
7,"(4, 5)",MALLOWS-RELPHI-R,Uncovered Set,50,0.26
7,"(10, 11)",MALLOWS-RELPHI-R,Split Cycle,50,0.2
7,"(10, 11)",MALLOWS-RELPHI-R,Beat Path,50,0.2
7,"(10, 11)",MALLOWS-RELPHI-R,Copeland,50,0.1
7,"(10, 11)",MALLOWS-RELPHI-R,GETCHA,50,0.24
7,"(10, 11)",MALLOWS-RELPHI-R,Uncovered Set,50,0.24
7,"(20, 21)",MALLOWS-RELPHI-R,Split Cycle,50,0.16
7,"(20, 21)",MALLOWS-RELPHI-R,Beat Path,50,0.14
7,"(20, 21)",MALLOWS-RELPHI-R,Copeland,50,0.14
7,"(20, 21)",MALLOWS-RELPHI-R,GETCHA,50,0.22
7,"(20, 21)",MALLOWS-RELPHI-R,Uncovered Set,50,0.22
7,"(50, 51)",MALLOWS-RELPHI-R,Split Cycle,50,0.04
7,"(50, 51)",MALLOWS-RELPHI-R,Beat Path,50,0.02
7,"(50, 51)",MALLOWS-RELPHI-R,Copeland,50,0.02
7,"(50, 51)",MALLOWS-RELPHI-R,GETCHA,50,0.06
7,"(50, 51)",MALLOWS-RELPHI-R,Uncovered Set,50,0.06
7,"(100, 101)",MALLOWS-RELPHI-R,Split Cycle,50,0.02
7,"(100, 101)",MALLOWS-RELPHI-R,Beat Path,50,0.02
7,"(100, 101)",MALLOWS-RELPHI-R,Copeland,50,0.02
7,"(100, 101)",MALLOWS-RELPHI-R,GETCHA,50,0.04
7,"(100, 101)",MALLOWS-RELPHI-R,Uncovered Set,50,0.04
7,"(500, 501)",MALLOWS-RELPHI-R,Split Cycle,50,0.0
7,"(500, 501)",MALLOWS-RELPHI-R,Beat Path,50,0.0
7,"(500, 501)",MALLOWS-RELPHI-R,Copeland,50,0.0
7,"(500, 501)",MALLOWS-RELPHI-R,GETCHA,50,0.0
7,"(500, 501)",MALLOWS-RELPHI-R,Uncovered Set,50,0.0
7,"(1000, 1001)",MALLOWS-RELPHI-R,Split Cycle,50,0.0
7,"(1000, 1001)",MALLOWS-RELPHI-R,Beat Path,50,0.0
7,"(1000, 1001)",MALLOWS-RELPHI-R,Copeland,50,0.0
7,"(1000, 1001)",MALLOWS-RELPHI-R,GETCHA,50,0.0
7,"(1000, 1001)",MALLOWS-RELPHI-R,Uncovered Set,50,0.0
7,"(5000, 5001)",MALLOWS-RELPHI-R,Split Cycle,50,0.0
7,"(5000, 5001)",MALLOWS-RELPHI-R,Beat Path,50,0.0
7,"(5000, 5001)",MALLOWS-RELPHI-R,Copeland,50,0.0
7,"(5000, 5001)",MALLOWS-RELPHI-R,GETCHA,50,0.0
7,"(5000, 5001)",MALLOWS-RELPHI-R,Uncovered Set,50,0.0
10,"(4, 5)",MALLOWS-RELPHI-R,Split Cycle,50,0.38
10,"(4, 5)",MALLOWS-RELPHI-R,Beat Path,50,0.36
10,"(4, 5)",MALLOWS-RELPHI-R,Copeland,50,0.14
10,"(4, 5)",MALLOWS-RELPHI-R,GETCHA,50,0.38
10,"(4, 5)",MALLOWS-RELPHI-R,Uncovered Set,50,0.38
10,"(10, 11)",MALLOWS-RELPHI-R,Split Cycle,50,0.24
10,"(10, 11)",MALLOWS-RELPHI-R,Beat Path,50,0.2
10,"(10, 11)",MALLOWS-RELPHI-R,Copeland,50,0.12
10,"(10, 11)",MALLOWS-RELPHI-R,GETCHA,50,0.32
10,"(10, 11)",MALLOWS-RELPHI-R,Uncovered Set,50,0.32
10,"(20, 21)",MALLOWS-RELPHI-R,Split Cycle,50,0.1
10,"(20, 21)",MALLOWS-RELPHI-R,Beat Path,50,0.08
10,"(20, 21)",MALLOWS-RELPHI-R,Copeland,50,0.1
10,"(20, 21)",MALLOWS-RELPHI-R,GETCHA,50,0.18
10,"(20, 21)",MALLOWS-RELPHI-R,Uncovered Set,50,0.18
10,"(50, 51)",MALLOWS-RELPHI-R,Split Cycle,50,0.06
10,"(50, 51)",MALLOWS-RELPHI-R,Beat Path,50,0.04
10,"(50, 51)",MALLOWS-RELPHI-R,Copeland,50,0.08
10,"(50, 51)",MALLOWS-RELPHI-R,GETCHA,50,0.16
10,"(50, 51)",MALLOWS-RELPHI-R,Uncovered Set,50,0.16
10,"(100, 101)",MALLOWS-RELPHI-R,Split Cycle,50,0.0
10,"(100, 101)",MALLOWS-RELPHI-R,Beat Path,50,0.0
10,"(100, 101)",MALLOWS-RELPHI-R,Copeland,50,0.04
10,"(100, 101)",MALLOWS-RELPHI-R,GETCHA,50,0.06
10,"(100, 101)",MALLOWS-RELPHI-R,Uncovered Set,50,0.06
10,"(500, 501)",MALLOWS-RELPHI-R,Split Cycle,50,0.02
10,"(500, 501)",MALLOWS-RELPHI-R,Beat Path,50,0.02
10,"(500, 501)",MALLOWS-RELPHI-R,Copeland,50,0.02
10,"(500, 501)",MALLOWS-RELPHI-R,GETCHA,50,0.02
10,"(500, 501)",MALLOWS-RELPHI-R,Uncovered Set,50,0.02
10,"(1000, 1001)",MALLOWS-RELPHI-R,Split Cycle,50,0.0
10,"(1000, 1001)",MALLOWS-RELPHI-R,Beat Path,50,0.0
10,"(1000, 1001)",MALLOWS-RELPHI-R,Copeland,50,0.0
10,"(1000, 1001)",MALLOWS-RELPHI-R,GETCHA,50,0.0
10,"(1000, 1001)",MALLOWS-RELPHI-R,Uncovered Set,50,0.0
10,"(5000, 5001)",MALLOWS-RELPHI-R,Split Cycle,50,0.0
10,"(5000, 5001)",MALLOWS-RELPHI-R,Beat Path,50,0.0
10,"(5000, 5001)",MALLOWS-RELPHI-R,Copeland,50,0.0
10,"(5000, 5001)",MALLOWS-RELPHI-R,GETCHA,50,0.0
10,"(5000, 5001)",MALLOWS-RELPHI-R,Uncovered Set,50,0.0
20,"(4, 5)",MALLOWS-RELPHI-R,Split Cycle,50,0.36
20,"(4, 5)",MALLOWS-RELPHI-R,Beat Path,50,0.32
20,"(4, 5)",MALLOWS-RELPHI-R,Copeland,50,0.14
20,"(4, 5)",MALLOWS-RELPHI-R,GETCHA,50,0.42
20,"(4, 5)",MALLOWS-RELPHI-R,Uncovered Set,50,0.42
20,"(10, 11)",MALLOWS-RELPHI-R,Split Cycle,50,0.24
20,"(10, 11)",MALLOWS-RELPHI-R,Beat Path,50,0.2
20,"(10, 11)",MALLOWS-RELPHI-R,Copeland,50,0.12
20,"(10, 11)",MALLOWS-RELPHI-R,GETCHA,50,0.4
20,"(10, 11)",MALLOWS-RELPHI-R,Uncovered Set,50,0.4
20,"(20, 21)",MALLOWS-RELPHI-R,Split Cycle,50,0.2
20,"(20, 21)",MALLOWS-RELPHI-R,Beat Path,50,0.16
20,"(20, 21)",MALLOWS-RELPHI-R,Copeland,50,0.12
20,"(20, 21)",MALLOWS-RELPHI-R,GETCHA,50,0.36
20,"(20, 21)",MALLOWS-RELPHI-R,Uncovered Set,50,0.36
20,"(50, 51)",MALLOWS-RELPHI-R,Split Cycle,50,0.08
20,"(50, 51)",MALLOWS-RELPHI-R,Beat Path,50,0.06
20,"(50, 51)",MALLOWS-RELPHI-R,Copeland,50,0.06
20,"(50, 51)",MALLOWS-RELPHI-R,GETCHA,50,0.2
20,"(50, 51)",MALLOWS-RELPHI-R,Uncovered Set,50,0.2
20,"(100, 101)",MALLOWS-RELPHI-R,Split Cycle,50,0.06
20,"(100, 101)",MALLOWS-RELPHI-R,Beat Path,50,0.04
20,"(100, 101)",MALLOWS-RELPHI-R,Copeland,50,0.02
20,"(100, 101)",MALLOWS-RELPHI-R,GETCHA,50,0.1
20,"(100, 101)",MALLOWS-RELPHI-R,Uncovered Set,50,0.1
20,"(500, 501)",MALLOWS-RELPHI-R,Split Cycle,50,0.0
20,"(500, 501)",MALLOWS-RELPHI-R,Beat Path,50,0.0
20,"(500, 501)",MALLOWS-RELPHI-R,Copeland,50,0.0
20,"(500, 501)",MALLOWS-RELPHI-R,GETCHA,50,0.0
20,"(500, 501)",MALLOWS-RELPHI-R,Uncovered Set,50,0.0
20,"(1000, 1001)",MALLOWS-RELPHI-R,Split Cycle,50,0.02
20,"(1000, 1001)",MALLOWS-RELPHI-R,Beat Path,50,0.02
20,"(1000, 1001)",MALLOWS-RELPHI-R,Copeland,50,0.02
20,"(1000, 1001)",MALLOWS-RELPHI-R,GETCHA,50,0.04
20,"(1000, 1001)",MALLOWS-RELPHI-R,Uncovered Set,50,0.04
20,"(5000, 5001)",MALLOWS-RELPHI-R,Split Cycle,50,0.0
20,"(5000, 5001)",MALLOWS-RELPHI-R,Beat Path,50,0.0
20,"(5000, 5001)",MALLOWS-RELPHI-R,Copeland,50,0.0
20,"(5000, 5001)",MALLOWS-RELPHI-R,GETCHA,50,0.0
20,"(5000, 5001)",MALLOWS-RELPHI-R,Uncovered Set,50,0.0
30,"(4, 5)",MALLOWS-RELPHI-R,Split Cycle,50,0.54
30,"(4, 5)",MALLOWS-RELPHI-R,Beat Path,50,0.5
30,"(4, 5)",MALLOWS-RELPHI-R,Copeland,50,0.2
30,"(4, 5)",MALLOWS-RELPHI-R,GETCHA,50,0.58
30,"(4, 5)",MALLOWS-RELPHI-R,Uncovered Set,50,0.58
30,"(10, 11)",MALLOWS-RELPHI-R,Split Cycle,50,0.28
30,"(10, 11)",MALLOWS-RELPHI-R,Beat Path,50,0.22
30,"(10, 11)",MALLOWS-RELPHI-R,Copeland,50,0.12
30,"(10, 11)",MALLOWS-RELPHI-R,GETCHA,50,0.42
30,"(10, 11)",MALLOWS-RELPHI-R,Uncovered Set,50,0.42
30,"(20, 21)",MALLOWS-RELPHI-R,Split Cycle,50,0.24
30,"(20, 21)",MALLOWS-RELPHI-R,Beat Path,50,0.18
30,"(20, 21)",MALLOWS-RELPHI-R,Copeland,50,0.06
30,"(20, 21)",MALLOWS-RELPHI-R,GETCHA,50,0.36
30,"(20, 21)",MALLOWS-RELPHI-R,Uncovered Set,50,0.36
30,"(50, 51)",MALLOWS-RELPHI-R,Split Cycle,50,0.16
30,"(50, 51)",MALLOWS-RELPHI-R,Beat Path,50,0.08
30,"(50, 51)",MALLOWS-RELPHI-R,Copeland,50,0.08
30,"(50, 51)",MALLOWS-RELPHI-R,GETCHA,50,0.24
30,"(50, 51)",MALLOWS-RELPHI-R,Uncovered Set,50,0.24
30,"(100, 101)",MALLOWS-RELPHI-R,Split Cycle,50,0.08
30,"(100, 101)",MALLOWS-RELPHI-R,Beat Path,50,0.04
30,"(100, 101)",MALLOWS-RELPHI-R,Copeland,50,0.02
30,"(100, 101)",MALLOWS-RELPHI-R,GETCHA,50,0.16
30,"(100, 101)",MALLOWS-RELPHI-R,Uncovered Set,50,0.16
30,"(500, 501)",MALLOWS-RELPHI-R,Split Cycle,50,0.1
30,"(500, 501)",MALLOWS-RELPHI-R,Beat Path,50,0.06
30,"(500, 501)",MALLOWS-RELPHI-R,Copeland,50,0.1
30,"(500, 501)",MALLOWS-RELPHI-R,GETCHA,50,0.12
30,"(500, 501)",MALLOWS-RELPHI-R,Uncovered Set,50,0.12
30,"(1000, 1001)",MALLOWS-RELPHI-R,Split Cycle,50,0.0
30,"(1000, 1001)",MALLOWS-RELPHI-R,Beat Path,50,0.0
30,"(1000, 1001)",MALLOWS-RELPHI-R,Copeland,50,0.06
30,"(1000, 1001)",MALLOWS-RELPHI-R,GETCHA,50,0.08
30,"(1000, 1001)",MALLOWS-RELPHI-R,Uncovered Set,50,0.08
30,"(5000, 5001)",MALLOWS-RELPHI-R,Split Cycle,50,0.02
30,"(5000, 5001)",MALLOWS-RELPHI-R,Beat Path,50,0.0
30,"(5000, 5001)",MALLOWS-RELPHI-R,Copeland,50,0.02
30,"(5000, 5001)",MALLOWS-RELPHI-R,GETCHA,50,0.02
30,"(5000, 5001)",MALLOWS-RELPHI-R,Uncovered Set,50,0.02
5,"(4, 5)",MALLOWS_2REF-RELPHI-R,Split Cycle,50,0.4
5,"(4, 5)",MALLOWS_2REF-RELPHI-R,Beat Path,50,0.4
5,"(4, 5)",MALLOWS_2REF-RELPHI-R,Copeland,50,0.18
5,"(4, 5)",MALLOWS_2REF-RELPHI-R,GETCHA,50,0.42
5,"(4, 5)",MALLOWS_2REF-RELPHI-R,Uncovered Set,50,0.42
5,"(10, 11)",MALLOWS_2REF-RELPHI-R,Split Cycle,50,0.26
5,"(10, 11)",MALLOWS_2REF-RELPHI-R,Beat Path,50,0.26
5,"(10, 11)",MALLOWS_2REF-RELPHI-R,Copeland,50,0.12
5,"(10, 11)",MALLOWS_2REF-RELPHI-R,GETCHA,50,0.34
5,"(10, 11)",MALLOWS_2REF-RELPHI-R,Uncovered Set,50,0.34
5,"(20, 21)",MALLOWS_2REF-RELPHI-R,Split Cycle,50,0.2
5,"(20, 21)",MALLOWS_2REF-RELPHI-R,Beat Path,50,0.16
5,"(20, 21)",MALLOWS_2REF-RELPHI-R,Copeland,50,0.18
5,"(20, 21)",MALLOWS_2REF-RELPHI-R,GETCHA,50,0.28
5,"(20, 21)",MALLOWS_2REF-RELPHI-R,Uncovered Set,50,0.28
5,"(50, 51)",MALLOWS_2REF-RELPHI-R,Split Cycle,50,0.08
5,"(50, 51)",MALLOWS_2REF-RELPHI-R,Beat Path,50,0.08
5,"(50, 51)",MALLOWS_2REF-RELPHI-R,Copeland,50,0.16
5,"(50, 51)",MALLOWS_2REF-RELPHI-R,GETCHA,50,0.28
5,"(50, 51)",MALLOWS_2REF-RELPHI-R,Uncovered Set,50,0.28
5,"(100, 101)",MALLOWS_2REF-RELPHI-R,Split Cycle,50,0.08
5,"(100, 101)",MALLOWS_2REF-RELPHI-R,Beat Path,50,0.04
5,"(100, 101)",MALLOWS_2REF-RELPHI-R,Copeland,50,0.16
5,"(100, 101)",MALLOWS_2REF-RELPHI-R,GETCHA,50,0.28
5,"(100, 101)",MALLOWS_2REF-RELPHI-R,Uncovered Set,50,0.28
5,"(500, 501)",MALLOWS_2REF-RELPHI-R,Split Cycle,50,0.1
5,"(500, 501)",MALLOWS_2REF-RELPHI-R,Beat Path,50,0.06
5,"(500, 501)",MALLOWS_2REF-RELPHI-R,Copeland,50,0.2
5,"(500, 501)",MALLOWS_2REF-RELPHI-R,GETCHA,50,0.22
5,"(500, 501)",MALLOWS_2REF-RELPHI-R,Uncovered Set,50,0.22
5,"(1000, 1001)",MALLOWS_2REF-RELPHI-R,Split Cycle,50,0.06
5,"(1000, 1001)",MALLOWS_2REF-RELPHI-R,Beat Path,50,0.02
5,"(1000, 1001)",MALLOWS_2REF-RELPHI-R,Copeland,50,0.18
5,"(1000, 1001)",MALLOWS_2REF-RELPHI-R,GETCHA,50,0.22
5,"(1000, 1001)",MALLOWS_2REF-RELPHI-R,Uncovered Set,50,0.22
5,"(5000, 5001)",MALLOWS_2REF-RELPHI-R,Split Cycle,50,0.02
5,"(5000, 5001)",MALLOWS_2REF-RELPHI-R,Beat Path,50,0.0
5,"(5000, 5001)",MALLOWS_2REF-RELPHI-R,Copeland,50,0.1
5,"(5000, 5001)",MALLOWS_2REF-RELPHI-R,GETCHA,50,0.12
5,"(5000, 5001)",MALLOWS_2REF-RELPHI-R,Uncovered Set,50,0.12
7,"(4, 5)",MALLOWS_2REF-RELPHI-R,Split Cycle,50,0.4
7,"(4, 5)",MALLOWS_2REF-RELPHI-R,Beat Path,50,0.4
7,"(4, 5)",MALLOWS_2REF-RELPHI-R,Copeland,50,0.18
7,"(4, 5)",MALLOWS_2REF-RELPHI-R,GETCHA,50,0.48
7,"(4, 5)",MALLOWS_2REF-RELPHI-R,Uncovered Set,50,0.48
7,"(10, 11)",MALLOWS_2REF-RELPHI-R,Split Cycle,50,0.36
7,"(10, 11)",MALLOWS_2REF-RELPHI-R,Beat Path,50,0.32
7,"(10, 11)",MALLOWS_2REF-RELPHI-R,Copeland,50,0.14
7,"(10, 11)",MALLOWS_2REF-RELPHI-R,GETCHA,50,0.44
7,"(10, 11)",MALLOWS_2REF-RELPHI-R,Uncovered Set,50,0.44
7,"(20, 21)",MALLOWS_2REF-RELPHI-R,Split Cycle,50,0.22
7,"(20, 21)",MALLOWS_2REF-RELPHI-R,Beat Path,50,0.18
7,"(20, 21)",MALLOWS_2REF-RELPHI-R,Copeland,50,0.14
7,"(20, 21)",MALLOWS_2REF-RELPHI-R,GETCHA,50,0.34
7,"(20, 21)",MALLOWS_2REF-RELPHI-R,Uncovered Set,50,0.34
7,"(50, 51)",MALLOWS_2REF-RELPHI-R,Split Cycle,50,0.26
7,"(50, 51)",MALLOWS_2REF-RELPHI-R,Beat Path,50,0.2
7,"(50, 51)",MALLOWS_2REF-RELPHI-R,Copeland,50,0.12
7,"(50, 51)",MALLOWS_2REF-RELPHI-R,GETCHA,50,0.4
7,"(50, 51)",MALLOWS_2REF-RELPHI-R,Uncovered Set,50,0.4
7,"(100, 101)",MALLOWS_2REF-RELPHI-R,Split Cycle,50,0.26
7,"(100, 101)",MALLOWS_2REF-RELPHI-R,Beat Path,50,0.2
7,"(100, 101)",MALLOWS_2REF-RELPHI-R,Copeland,50,0.24
7,"(100, 101)",MALLOWS_2REF-RELPHI-R,GETCHA,50,0.5
7,"(100, 101)",MALLOWS_2REF-RELPHI-R,Uncovered Set,50,0.5
7,"(500, 501)",MALLOWS_2REF-RELPHI-R,Split Cycle,50,0.12
7,"(500, 501)",MALLOWS_2REF-RELPHI-R,Beat Path,50,0.08
7,"(500, 501)",MALLOWS_2REF-RELPHI-R,Copeland,50,0.18
7,"(500, 501)",MALLOWS_2REF-RELPHI-R,GETCHA,50,0.3
7,"(500, 501)",MALLOWS_2REF-RELPHI-R,Uncovered Set,50,0.3
7,"(1000, 1001)",MALLOWS_2REF-RELPHI-R,Split Cycle,50,0.12
7,"(1000, 1001)",MALLOWS_2REF-RELPHI-R,Beat Path,50,0.06
7,"(1000, 1001)",MALLOWS_2REF-RELPHI-R,Copeland,50,0.24
7,"(1000, 1001)",MALLOWS_2REF-RELPHI-R,GETCHA,50,0.36
7,"(1000, 1001)",MALLOWS_2REF-RELPHI-R,Uncovered Set,50,0.36
7,"(5000, 5001)",MALLOWS_2REF-RELPHI-R,Split Cycle,50,0.06
7,"(5000, 5001)",MALLOWS_2REF-RELPHI-R,Beat Path,50,0.0
7,"(5000, 5001)",MALLOWS_2REF-RELPHI-R,Copeland,50,0.18
7,"(5000, 5001)",MALLOWS_2REF-RELPHI-R,GETCHA,50,0.26
7,"(5000, 5001)",MALLOWS_2REF-RELPHI-R,Uncovered Set,50,0.26
10,"(4, 5)",MALLOWS_2REF-RELPHI-R,Split Cycle,50,0.5
10,"(4, 5)",MALLOWS_2REF-RELPHI-R,Beat Path,50,0.5
10,"(4, 5)",MALLOWS_2REF-RELPHI-R,Copeland,50,0.16
10,"(4, 5)",MALLOWS_2REF-RELPHI-R,GETCHA,50,0.56
10,"(4, 5)",MALLOWS_2REF-RELPHI-R,Uncovered Set,50,0.56
10,"(10, 11)",MALLOWS_2REF-RELPHI-R,Split Cycle,50,0.42
10,"(10, 11)",MALLOWS_2REF-RELPHI-R,Beat Path,50,0.38
10,"(10, 11)",MALLOWS_2REF-RELPHI-R,Copeland,50,0.24
10,"(10, 11)",MALLOWS_2REF-RELPHI-R,GETCHA,50,0.58
10,"(10, 11)",MALLOWS_2REF-RELPHI-R,Uncovered Set,50,0.58
10,"(20, 21)",MALLOWS_2REF-RELPHI-R,Split Cycle,50,0.38
10,"(20, 21)",MALLOWS_2REF-RELPHI-R,Beat Path,50,0.3
10,"(20, 21)",MALLOWS_2REF-RELPHI-R,Copeland,50,0.14
